Review,Rating,Date,Translated_Review
"Sumpah yang bikin amatiran,aplikasi start up aja lebih bagus dengan pendanaan minim,ini dibawah kementrian Indonesia aplikasi banyak cacatnya,MALU WOY,rating terendah aplikasi yang pernah saya liat di PS,bayangkan rating 1.5 untuk aplikasi yang ngaku dibawah direktorat jenderal imigrasi INDONESIA??? Layak kah??",1,2023-07-05 05:32:09,"I swear that makes amateurs, start up applications are better with minimal funding, this is under the Indonesian ministry, the application has many defects, EMBARRASSING WOY, the lowest rating for an application I have ever seen on PS, imagine a rating of 1.5 for an application that claims to be under the Directorate General of Immigration of INDONESIA??? Is it worthy??"
ini kenapa mau daftar email nya selalu tidak valid,1,2023-07-05 05:16:05,This is why when I want to register my email it is always invalid
"SAMPAH BANGET. Gini nih Laporan budget bikin aplikasi berapa, bayar ke developernya berapa. Gamungkin banget instansi terkait yang udah skala besar gabisa ngebackup dan menanggulangi masalah masalah penting kaya gini. berbulan bulan orang ngasih rating jelek bintang 1, tapi masih tetep disuruh bikin paspor online lewat aplikasi kaya gini? online bukannya jadi gampang malah susah, nyari duit lewat hasil download po?",1,2023-07-05 05:13:26,"VERY GARBAGE. This is the budget report for making the application, how much to pay the developer. It is impossible that the related agencies that are already large scale cannot back up and overcome important problems like this. For months, people have given bad ratings of 1 star, but they are still told to make a passport online through an application like this? Online is not easy, it's hard, looking for money through download results?"
"Ini aplikasi apaan deeeh gak bgtt, sistemnya kacau.. kurang matang ini mending diperbaiki deeh aplikasinya kalo mau bikin aplikasi online hhhhhh niatnya mau mempercepat tp aplikasinya kaya gini malah bikin emosi",1,2023-07-05 03:59:27,"What kind of application is this? It's really not good, the system is chaotic. This is not mature enough. It's better to fix the application if you want to make an online application. Hahaha, the intention is to speed things up, but an application like this makes you angry."
"Parah sekali ini aplikasi, sudah dua bulan daftar ga bisa2, tolong dong kalo belum siap sistem online jangan full online. Merepotkan sekali ini, error terus, kesalahan sistem. Sekali nya bisa daftar malah full jadwal",1,2023-07-05 03:56:42,"This application is really bad, it's been two months and I can't register, please, if you're not ready for an online system, don't make it fully online. This is really troublesome, it keeps erroring, system errors. Once I can register, the schedule is full"
"Pas daftar, untuk kotak pengisian emailnya error. Sudah isi email dengan benar tapi pas klik mendaftar malah muncul notif Email tidak valid.",1,2023-07-05 03:32:11,"When registering, the email input box gave an error. I had filled in the email correctly but when I clicked register, a notification appeared saying Invalid email."
"Bagus sekali, jadi gampang urusnya",5,2023-07-05 02:25:10,"Very good, so easy to manage"
"APLIKASI BOSOKK, DOWNLOAD SURAT PENGANTAR TIDAK BISA DI BUKA DI APLIKASI MANAPUN, JADWAL SEMINGGU CUMA SEKALI GA NIAT KERJA!!!! YAKALI TIAP HARI PADA NGURUS PASPOR JADWAL PENUH, DIKIRA SEMUA ORANG PERGI KELUAR NEGERI APA!?? MAKAN GAJI BUTA KALIAN YA!!!! KALAU BIKIN APLIKASI MASIH PAKAI SERVER BUSUK GAUSAH GAYA GAYA AN ONLINE NYUSAHIN AJA SUUU ASUUU TOLOLLLL",1,2023-07-05 02:14:14,"THE APPLICATION IS BOSOKK, THE DOWNLOAD OF THE COVER LETTER CANNOT BE OPENED IN ANY APPLICATION, THE SCHEDULE IS ONLY ONCE A WEEK, NO INTENTIONS TO WORK!!!! YEAH, EVERYDAY WHEN TAKING CARE OF PASSPORTS, THE SCHEDULE IS FULL, DO YOU THINK EVERYONE IS GOING ABROAD, WHAT!?? YOU ARE EATING YOUR BLIND SALARIES, RIGHT!!!! IF YOU MAKE AN APPLICATION, YOU STILL USE A ROTTEN SERVER, DON'T EVEN STINK ONLINE, IT'S TROUBLESOME, SUUU ASSHOLE, STUPID"
"Aplikasi sampah, error terus emai not valid, nmr hp telah digunakan padahal blm pernah daftar",1,2023-07-05 02:10:54,"Trash application, continuous error, email not valid, cellphone number has been used even though it has never been registered"
"Aplikasi tumbal proyek, kantor imigrasi selalu jadi lahan basah, tempat para tikus, bikin aplikasi aja dicari celah buat dikorup, najez",1,2023-07-05 01:41:07,"The application is a project sacrifice, the immigration office is always a wetland, a place for rats, just making an application, they are looking for loopholes to be corrupted, najez"
"Klo belum bisa online, yg offline jangan d tutup. Pajak aj d minta aplikasi ko kaya buatan anak TK (ERROR TERUS)",1,2023-07-05 01:40:09,"If you can't go online, don't close the offline ones. They even ask for tax applications like they were made by kindergarten children (CONTINUOUS ERROR)"
Menyusahkan,1,2023-07-05 00:26:21,Troublesome
Lemot,1,2023-07-05 00:20:59,Slow
Jelek,1,2023-07-04 23:25:34,Signs
Aplikasinya error sering request timeout.. Padahal sinyal gak ada masalah dipakai aplikasi lain.. Sungguh merepotkan...Tolong segera diperbaiki bug nya..,1,2023-07-04 23:14:53,The application error often requests timeout.. Even though the signal is not a problem when used with other applications.. It's really troublesome... Please fix the bug immediately..
Aplikasi sangat jelek,1,2023-07-04 22:51:30,Very bad app
"Baru x ini beneran kesel sama aplikasi sampe aku ksh bintang 1. Aku mau buat paspor baru, kan wajib daftar di aplikasi ini , pas lg daftar, tiba-tiba keluar sendiri dr aplikasi, terus pas login lg, kode OTP tidak valid. Bayangin coba, cuma untuk login balik ke aplikasi, susahnya minta ampun, bolak balik udh kirim kode OTP ke email, pas mau di aktivasi tetap juga hasilnya ""Kode OTP yang dimasukan tidak valid"". Ada x sampe 15 x coba kirim di waktu yang berbeda. Parah sih ini. Tlng dibenahi lg lah.",1,2023-07-04 17:23:08,"This is the first time I'm really annoyed with the application to the point that I gave it 1 star. I wanted to make a new passport, it's mandatory to register on this application, when I was registering, it suddenly exited the application, then when I logged in again, the OTP code was invalid. Imagine, just to log back into the application, it was so difficult, I sent the OTP code to my email back and forth, when I wanted to activate it, the result was still ""The entered OTP code is invalid"". There were x to 15 attempts to send it at different times. This is really bad. Please fix it again."
"Aplikasi sangat buruk sudah tunggu 1 bulan kuota habis terus giliran tanya biro jasa sesuai kanwil yang kita pilih biro jasa bilang besok bisa langsung foto,, berarti kuota sudah diambil sama calo calo biro jasa semua. Gimana ya Indonesia ku..... tetap aja mesti lewat calo2 biro jasa *** buat aplikasa tapi tidak berguna sama sekali*****",1,2023-07-04 16:49:40,"Very bad application, I've been waiting for 1 month, the quota has run out, then when it's my turn to ask the service bureau according to the regional office we chose, the service bureau said tomorrow we can take a photo directly, which means the quota has been taken by all the service bureau touts. What's going on with my Indonesia... still have to go through the service bureau touts *** for the application but it's completely useless*****"
"Sangat buruk aplikasi tidak bisa dibuka padahal sudah melakukan pembayaran, setelah bayar malah ga bisa dibuka",1,2023-07-04 16:15:04,"It's really bad that the application can't be opened even though payment has been made, after paying it still can't be opened"
"Minta otp di email tapi dimasukin ga valid. Aplikasi ga guna. Bagusan juga aplikasi yg lama, layanan paspor online, bagus ga kaya ini developer ga niat",1,2023-07-04 14:39:16,"Ask for OTP in email but entered invalid. Useless application. The old application is better, online passport service, it's not good like this, the developer doesn't mean it"
"Kalau aplikasi belum siap jangan di gunakan, Aplikasi pemerintahan kok seperti ini.",1,2023-07-04 14:21:10,"If the application is not ready, do not use it. Why is the government application like this?"
Eror trus,1,2023-07-04 13:09:11,Error continues
"Parah, korupsi trosss",1,2023-07-04 12:11:45,"Seriously, corruption is rampant"
"Maaf aplikasi nya eror terus, kita lagi bener2 butuh tapi aplikasinya tidak mendukung",1,2023-07-04 11:31:57,"Sorry, the application keeps crashing, we really need it but the application doesn't support it."
"sangat tidak berguna,bukannya mempermudah, justru mempersulit..!!",1,2023-07-04 11:22:06,"very useless, instead of making things easier, it actually makes things more difficult..!!"
Beta nih mah,1,2023-07-04 10:56:49,It's beta
"Kalaw ga bisa bikin aplikasi jangan biki, proses pendaftran selalu gagal. Udah ngurus offline di persulit",1,2023-07-04 09:00:24,"If you can't make an application, don't do it, the registration process always fails. It's been difficult to manage offline"
Aplikasi ga guna error terus,1,2023-07-04 08:56:53,Useless application keeps giving error
"Jelas2 emailnya sdh benar v bilangnya email tdk valid mulu,, hadeh",1,2023-07-04 08:29:04,"Obviously the email is correct, but it keeps saying the email is invalid, oh my"
Jadwal ny penuh terus padahal tanya ke cs ny bulan juli 2023 ada yg kosong,5,2023-07-04 08:24:55,The schedule is always full even though I asked CS and they said there was a vacancy in July 2023.
Daftar gabisa smpe 1000 kali lebih pun gabisa. Gajelas proses di Indonesia ini. Smoga kedepan lbh baik,1,2023-07-04 08:24:09,I can't register even after 1000 times. The process in Indonesia is unclear. Hopefully it will be better in the future.
Cuman agl susah soal daftar,5,2023-07-04 08:22:23,It's just a bit difficult to register
Tolong Aplikasi negri ini lebih di update agar respond dari aplikasi lebih cepat contoh masalah pembayaran kita harus menunggu lama dan takut pembayaran belum di ACC dari aplikasi nya,3,2023-07-04 07:55:26,"Please update this country's application more so that the response from the application is faster. For example, when it comes to payments, we have to wait a long time and are afraid that the payment has not been approved by the application."
"Ayolah segera di upgrade masa eror Mulu tiap mau daftar, niatnya mempercepat eh malah memperlambat",1,2023-07-04 07:36:41,"Come on, upgrade it immediately, there are always errors every time you want to register, the intention is to speed it up, but instead it slows it down"
Mantap,5,2023-07-04 07:29:14,Great
di rumah masih aman gk ada apa apa pas dah di kantor malah eror ini gimana nyusahin aja,1,2023-07-04 06:56:51,"At home it's still safe, nothing happens, when I'm at the office this error occurs, it's really troublesome"
"Aplikasi masih eror, gabisa download sering banget eror",1,2023-07-04 06:45:02,"The application is still error, can't download, errors very often"
susah masuk. aplikasi pilih kasih,1,2023-07-04 05:43:23,hard to login. favoritism application
Good nice,5,2023-07-04 05:08:16,Good nice
Aplikasi jelek. Error mulu kenapa dah. Kalo belum bener aplikasinya jangan kepedean apa2 harus online. Kalo udah harus online ya benerin!,1,2023-07-04 04:56:18,"Bad application. Why is it always error? If the application is not correct, don't be overconfident that anything has to be online. If it has to be online, then fix it!"
"Daftar g bisa ket ""email tidak valid"", ""ni hp sudah digunakan"", ""terjadi kesalahan sistem"".. ini app kenapa dah?",1,2023-07-04 04:48:30,"Can't register, it says ""email is invalid"", ""this phone is already in use"", ""system error occurred"".. what's wrong with this app?"
"Ya Allah jengkel bgt sama ini aplikasi, keterangan kode billing sedang dibuat tp udah semaleman ga muncul juga kode billingnya malah makin eror",1,2023-07-04 04:35:14,"Oh my God, I'm so annoyed with this application. It says the billing code is being created, but it's been a night and the billing code still hasn't appeared. In fact, it's getting more and more errors."
